,P1,P2,P3,P4
0,0.5980131504169386,1.0731875108876968e-13,-1.2666095681457537,8.585500087101575e-14
1,1.0731875108876968e-13,1.9259299443872359e-26,-2.2730429402048476e-13,1.5407439555097887e-26
2,-1.2666095681457537,-2.2730429402048476e-13,2.682716587419264,-1.818434352163878e-13
3,8.585500087101575e-14,1.5407439555097887e-26,-1.818434352163878e-13,1.232595164407831e-26
