,MTC,HTC,DH,ISO1,ISO2
0,-0.3487072812830348,0.15444937679005938,0.36795334959561776,2.016853552909431,0.18892214942083096
1,0.12700960207777667,0.006217309067937013,-0.04043038195116385,0.02086310273787806,-0.054878292459437095
2,0.6673695353383599,-0.04192520244110376,-0.3994507463029047,1.7741159935130029,-0.6622503953529791
3,-0.8085598211431271,-0.07017668656584634,0.09304102607268216,0.114489233753573,0.7283089207795412
4,-1.1144049187529168,-0.05517663541611355,0.08914548323979607,-0.13975063526616704,0.9296482651135418
5,0.05142533896236867,0.01887218104847192,-7.633332508675632e-06,0.1425607884564528,-0.07414531076931352
6,0.37139069899703864,0.026261230131282197,-0.06374150747209864,0.24829357569072785,-0.3027959439405842
7,-0.027255642781250554,-0.060273733209359935,0.12923931754562057,-0.5592169109019315,0.0025398631666104232
8,0.025317104632429276,-0.02211789751278929,0.04293049845627839,-0.07793297187158599,-0.14560578683654457
9,0.018585026713474617,0.01068719268568774,-0.02769563887857022,0.12889022973798792,-0.1405327368235343
10,-0.005632024523187044,0.004363858370253863,0.11780319403672686,0.2883490537691477,-0.07244610017664854
11,-0.37406088281952526,-0.0377682761045652,-0.0445267325297478,-1.257444463281491,0.5559331380540752
12,-0.1815867776009968,-0.02667774688206078,0.033524369098584625,-0.7724251646522351,0.30959340465034346
13,-0.006873403868092506,0.05061216220841325,-0.04861637011232175,1.3053430409832423,-0.12174454751474051
14,-0.015879473954681183,0.05863119147508274,0.07030759466860419,1.3295299267471443,-0.14215652599574025
15,0.2588780570241608,0.012428244036145203,0.14375636240964673,0.7252433959168143,-0.47180207806096147
16,-0.861286260403329,-0.024458226226232543,-0.05985643484263971,-1.4409184777660276,1.0842028510748205
17,-0.5185816263063211,-0.04389081578502115,0.1552259369146732,-1.6087922332823579,0.7352691338541217
18,0.6543875822057343,0.04478143516855234,-0.03868138211494306,2.0716122677269686,-0.9781538925074162
19,0.30808136637446304,0.04031686285848601,0.01458227877521312,1.476008777359522,-0.5125013010942592
20,-0.16958350291602642,2.0317081350640365e-12,0.13271520770858544,-1.927902308462015,0.2131908462890575
21,-0.08547008547049595,0.0,0.0,0.2551020408175453,-0.001349309161052803
22,-0.20214353547506891,1.3618735768735255e-12,-0.49268248341160503,3.7791346046665617,-0.11604058722398669
23,-0.09632342965960328,-2.4285839543095973e-12,-0.09180983546988464,0.6008140961402088,0.00404792746842679
24,0.08547008546806736,-0.1736111111119335,0.17134805926572402,0.2913460466239432,0.7812500000037007
25,0.33837824535342864,-0.1486630577476944,0.22734788359249913,-0.9843026248083697,-0.561660561643762
26,0.0,0.0,0.0,0.3731343283705557,0.0
27,-0.21225544482008457,0.06049048555885432,-0.6655092592583466,5.024446731848239,0.061050061060693994
28,0.1322751322720292,-0.13020833333761234,0.0,0.0,0.3846153846063031
29,0.4122062261578454,-0.12303149606703069,0.2748842592601974,-0.4567678847176321,1.092796092791357
30,6.920520999466414,0.0,-5.410844763491786,13.507887817704411,-0.7425167102545066
31,6.313463583199368,0.0,-5.337349912404983,9.068251533746011,0.002906131938417572
32,6.900252525251799,0.0,-5.265350596078142,12.490414110433948,-0.7323452484700871
33,7.67543859649049,0.0,-5.852241165661524,20.73154031551772,-0.021795989530365434
34,7.575757575757577,0.0,-5.977011494253809,21.77914110429429,0.0
35,0.452915108387586,0.02148971777236978,-0.03116406610574607,2.4061469256921013,-0.24549505242853487
36,-0.06662516437707991,-0.011007827978870162,-0.13117221103882232,0.15199719454765115,0.24375688002369872
37,0.4656999897410109,0.026714166453461568,0.3599963541727878,0.07950189142628267,-0.4246081961744294
38,0.4331393451031562,0.04910438355297438,0.09624596147043141,0.595771259890232,0.25752855369703953
39,0.0,0.0,0.0,0.0,0.0
40,0.02942142299602428,0.01726451364377537,0.07491298417312785,-0.2197582368065866,-1.9706458687096529e-13
41,-0.037338829961320694,-0.0884026130899343,-0.08302025991780658,0.19608123559694268,5.2735593669694936e-14
42,-0.007976681669896735,-0.055003277518136016,-0.02939949731486739,-0.21438191550297026,1.9984014443252818e-13
43,-0.021698775774124195,0.32265548723743787,-0.09472368749944375,3.836384859149294,1.0547118733938987e-13
44,-0.01760882115996454,0.384650144360522,-0.13197834751169507,5.6843739207631465,0.014607069821906404
45,0.21771144522362204,0.00036837455896348664,0.17185504160325296,-0.002707930367581643,-0.31085246574570413
46,-0.12257382687769307,0.020413341412435042,-0.09958633809353154,-0.008994197292305772,0.17058443824489733
47,-0.04808186143739901,0.001126687065631608,-0.030485833624242325,-0.0308188265637388,0.08422663963794097
48,1.0533956861061762,-0.01042230459430138,0.723182739709069,0.464313346228179,-1.5522606578991183
49,1.309261028528574,-0.0038796130378053926,0.8686145702672348,0.8831399097353739,-1.8203388747782072
50,0.3701427731124404,0.022274523987387183,0.03078906167277018,0.3609243360942732,-0.49488543092837817
51,-0.42468846811283456,-0.02074371496646003,0.07221257262810903,-0.19993631956228552,0.4836051456014401
52,0.17434421682383702,-0.0028908751483813777,0.13304421735230537,-0.16154436697711771,-0.30524041562950965
53,-0.035812127964900596,0.03864326162677327,-0.061500216429131546,0.9336739178743697,-0.053399881729648824
54,-0.4886679483915672,0.03274675478384392,-0.15966293110141844,1.2926378258744957,0.480656783183539
55,0.005683531586706791,-0.002927847713127986,0.0074223840413023025,-0.1242093514094262,-0.00022069339893219034
56,0.17891629785513805,-0.06882184528183011,0.5247938215897474,-1.4581666271741955,-0.026644075985554627
57,-0.1453877047968566,0.03333841883221278,-0.18753197283327325,0.9112304954411177,0.007759783342276005
58,-0.19633550901898555,0.025257253981122996,-0.16867591666313483,1.2816688277374504,0.005208903233355766
59,-0.17992754592661606,0.008395562976720727,-0.14026094290638486,0.9692569096740267,0.0027439908176662975
60,-0.009100070556702937,-0.0031664017173259167,-0.0009917995201862095,-0.11049828946449985,0.01531697488854249
61,0.16772534328775013,-0.07735738552440327,0.5633475613718242,-1.6767321599852891,-0.015263658030645333
62,-0.13251295517307526,0.03172695011692632,-0.1680439698668194,0.8748196331560432,0.011272277086227245
63,-0.2379324666953851,0.025141643597154095,-0.15653765492794441,1.2704449450735538,0.03798678388839405
64,-0.23577462868549504,0.010203097096940044,-0.13304008915105509,1.0072879235369925,0.02958296067744337
65,0.47271549662942897,-0.0014036529366675174,0.08687191399672316,0.33744029867850617,-0.6690503511474745
66,-1.8064445788624928,-0.13870713834798581,0.29452672098417476,-4.290814889063485,3.1759815422446795
67,-0.05918052829736453,-0.0020770769573093726,-0.01207759905212935,-0.11111700753698717,0.12411323721571166
68,0.3495827837712832,0.03677602500803678,0.14267236174916229,0.7601332902825053,-0.6632293606318646
69,-0.2872455424965614,0.0313417499609651,-0.03466126929568131,0.8861914653999727,0.2273525075564789
